,gender,agecat,area,traffic_index,veh_value00,veh_ageIndex,credit_score,age,claim_ind,veh_body2,num_claims,claim_amount
50484,M,3,B,77,3.24,3,20,35,0,PANVN,0,0.0
50485,M,6,A,123,3.31,3,100,98,0,SEDAN,0,0.0
50486,M,3,D,88,3.38,2,98,37,0,STNWG,0,0.0
50487,F,4,C,178,1.84,2,88,49,0,HBACK,0,0.0
50488,M,5,A,74,3.42,3,81,55,0,SEDAN,0,0.0
50489,F,3,C,100,3.25,2,95,39,0,STNWG,0,0.0
50490,F,3,B,100,2.66,3,70,42,0,SEDAN,0,0.0
50491,F,4,C,77,3.01,2,91,51,0,HBACK,0,0.0
50492,F,2,C,125,2.73,2,92,32,0,SEDAN,0,0.0
50493,M,5,C,88,3.87,1,33,64,0,TRUCK,0,0.0
50494,F,2,A,100,4.68,2,75,34,0,SEDAN,0,0.0
50495,F,2,A,83,3.7,2,81,34,0,SEDAN,0,0.0
50496,F,2,B,100,1.86,4,92,27,0,HBACK,0,0.0
50497,M,6,E,101,2.19,3,57,65,0,SEDAN,0,0.0
50498,M,5,A,112,1.35,4,88,61,0,PANVN,0,0.0
50499,F,5,A,108,2.91,3,92,57,0,SEDAN,0,0.0
50500,M,4,C,4,2.16,3,80,48,0,SEDAN,0,0.0
50501,M,6,A,100,7.2,1,81,99,1,STNWG,1,2315.6
50502,M,4,C,71,2.19,3,81,53,0,SEDAN,0,0.0
50503,M,3,C,107,3.75,2,44,39,0,SEDAN,0,0.0
50504,F,3,B,92,3.41,4,64,38,0,STNWG,0,0.0
50505,F,4,C,48,1.9,3,97,45,0,PANVN,0,0.0
50506,F,6,A,39,2.03,3,57,89,0,SEDAN,0,0.0
50507,F,6,A,71,4.75,1,61,73,0,HBACK,0,0.0
50508,M,1,B,26,0.99,4,95,19,0,SEDAN,0,0.0
50509,M,5,C,70,4.72,1,33,65,0,HBACK,0,0.0
50510,M,2,B,66,6.66,3,95,33,0,TRUCK,0,0.0
50511,F,2,B,84,0.99,4,81,26,0,HBACK,0,0.0
50512,F,4,B,50,6.38,1,94,45,0,STNWG,0,0.0
50513,F,5,C,114,3.29,3,85,61,0,SEDAN,0,0.0
50514,F,2,A,78,2.97,1,35,35,0,HBACK,0,0.0
50515,M,3,E,100,7.51,3,88,38,0,STNWG,0,0.0
50516,F,4,A,105,3.38,2,72,51,0,PANVN,0,0.0
50517,M,2,F,183,6.06,2,90,32,0,UTE,0,0.0
50518,M,2,C,100,1.83,4,81,31,0,STNWG,0,0.0
50519,F,4,A,79,3.38,2,85,52,0,STNWG,0,0.0
50520,F,3,B,100,3.7,1,89,41,0,HBACK,0,0.0
50521,F,4,C,149,4.14,1,34,48,0,SEDAN,0,0.0
50522,F,2,E,48,8.54,2,71,32,0,HDTOP,0,0.0
50523,M,2,C,49,7.19,3,41,32,0,STNWG,0,0.0
50524,M,4,D,118,8.85,2,62,47,0,TRUCK,0,0.0
50525,F,3,B,89,3.22,3,54,39,0,SEDAN,0,0.0
50526,M,5,F,100,3.38,1,51,65,1,UTE,1,2005.05
50527,F,3,C,145,6.03,3,92,44,0,STNWG,0,0.0
50528,F,5,B,90,1.95,3,88,61,0,HBACK,0,0.0
50529,F,3,C,100,2.82,3,76,45,1,STNWG,1,1908.37
50530,F,3,A,60,6.25,2,98,41,0,STNWG,0,0.0
50531,F,5,A,133,3.41,3,79,55,0,UTE,0,0.0
50532,F,1,C,78,2.88,3,61,16,0,SEDAN,0,0.0
50533,M,5,C,46,4.88,2,88,63,0,STNWG,0,0.0
50534,F,3,C,100,6.81,1,87,43,0,STNWG,0,0.0
50535,M,2,D,79,5.55,3,84,33,0,STNWG,0,0.0
50536,F,3,E,85,5.4,3,92,42,0,STNWG,0,0.0
50537,F,3,E,133,2.39,3,31,41,0,SEDAN,0,0.0
50538,M,4,B,100,3.82,3,14,51,0,UTE,0,0.0
50539,F,2,E,91,3.38,2,78,29,1,HBACK,1,1665.82
50540,F,3,A,118,1.58,4,96,37,0,HBACK,0,0.0
50541,F,2,A,106,1.78,4,77,30,0,SEDAN,0,0.0
50542,M,4,C,114,6.39,3,96,55,1,STNWG,1,2024.68
50543,M,5,A,133,10.3,1,93,58,0,STNWG,0,0.0
50544,F,5,A,63,3.38,2,98,63,1,HBACK,1,2127.06
50545,F,5,C,99,0.96,4,79,64,0,TRUCK,0,0.0
50546,F,3,E,100,3.75,4,54,39,0,UTE,0,0.0
50547,F,3,C,44,7.08,2,71,43,0,STNWG,0,0.0
50548,M,5,C,100,3.93,2,98,63,0,SEDAN,0,0.0
50549,M,2,C,148,3.74,3,97,30,0,STNWG,0,0.0
50550,F,5,D,146,3.38,2,55,61,0,HBACK,0,0.0
50551,F,5,B,81,1.86,4,84,64,0,SEDAN,0,0.0
50552,F,2,B,86,2.28,3,65,29,0,SEDAN,0,0.0
50553,F,3,A,75,5.76,3,46,43,0,MIBUS,0,0.0
50554,F,4,A,94,4.41,1,78,46,0,SEDAN,0,0.0
50555,F,3,C,102,5.25,2,86,43,0,SEDAN,0,0.0
50556,F,2,C,66,4.81,4,27,29,0,MIBUS,0,0.0
50557,F,6,E,73,2.03,3,72,71,0,SEDAN,0,0.0
50558,M,5,A,93,4.91,2,78,65,0,SEDAN,0,0.0
50559,M,4,C,61,2.21,3,86,50,0,UTE,0,0.0
50560,M,5,E,60,4.47,2,98,61,0,SEDAN,0,0.0
50561,F,2,A,114,2.49,3,98,30,0,SEDAN,0,0.0
50562,M,6,B,73,3.24,3,81,79,0,UTE,0,0.0
50563,M,4,F,100,3.38,4,97,54,0,SEDAN,0,0.0
50564,M,4,C,113,1.52,4,58,55,0,SEDAN,0,0.0
50565,M,4,C,92,2.28,3,94,50,1,HBACK,1,2344.27
50566,F,4,E,40,3.03,1,20,53,0,HBACK,0,0.0
50567,F,4,E,100,3.99,2,70,49,0,SEDAN,0,0.0
50568,F,4,E,55,2.34,2,49,47,1,HBACK,1,2287.0
50569,M,4,C,140,2.85,2,93,45,0,SEDAN,0,0.0
50570,F,4,A,100,0.76,4,75,50,0,HBACK,0,0.0
50571,M,1,E,68,3.38,2,18,20,0,UTE,0,0.0
50572,F,4,A,100,3.12,3,55,45,0,MIBUS,0,0.0
50573,M,2,C,103,10.2,1,18,25,0,TRUCK,0,0.0
50574,M,5,C,140,3.38,2,87,57,0,HBACK,0,0.0
50575,F,2,B,57,3.29,2,88,29,0,SEDAN,0,0.0
50576,F,4,D,59,4.21,4,90,48,0,STNWG,0,0.0
50577,M,3,F,146,3.17,4,12,37,0,UTE,0,0.0
50578,F,5,C,80,3.38,2,20,63,0,SEDAN,0,0.0
50579,F,4,B,66,2.01,3,85,51,0,HBACK,0,0.0
50580,M,6,B,122,3.38,2,81,101,0,STNWG,0,0.0
50581,F,2,A,148,2.88,2,92,30,0,HBACK,0,0.0
50582,M,6,C,34,1.89,3,69,77,0,HBACK,0,0.0
50583,F,2,A,45,1.59,3,97,27,0,HBACK,0,0.0
50584,F,4,B,74,2.19,4,68,53,0,HDTOP,0,0.0
50585,M,3,D,31,1.62,4,95,41,0,HBACK,0,0.0
50586,F,3,D,42,10.02,1,41,37,0,STNWG,0,0.0
50587,F,1,C,181,3.38,2,95,22,0,HBACK,0,0.0
50588,F,6,C,70,3.38,2,97,92,0,SEDAN,0,0.0
50589,F,2,F,100,4.77,4,75,25,0,HDTOP,0,0.0
50590,F,1,B,124,2.91,2,16,24,0,SEDAN,0,0.0
50591,M,3,C,98,4.35,2,90,42,0,SEDAN,0,0.0
50592,F,6,C,100,1.2,4,70,81,0,HBACK,0,0.0
50593,F,5,A,82,1.02,4,74,63,0,SEDAN,0,0.0
50594,F,1,A,147,1.2,4,53,21,0,HBACK,0,0.0
50595,F,4,D,100,3.19,1,85,50,0,HBACK,0,0.0
50596,M,4,B,82,5.4,3,81,49,0,STNWG,0,0.0
50597,F,2,D,157,1.74,4,48,27,0,UTE,0,0.0
50598,F,3,F,58,12.21,2,65,40,0,STNWG,0,0.0
50599,F,4,A,169,1.98,4,81,50,0,SEDAN,0,0.0
50600,F,2,A,139,7.83,2,95,27,0,STNWG,0,0.0
50601,M,1,C,207,3.92,1,46,16,1,SEDAN,1,1656.63
50602,F,2,A,100,3.54,2,91,30,0,SEDAN,0,0.0
50603,M,3,C,120,14.04,1,88,35,0,STNWG,0,0.0
50604,F,5,C,108,3.38,2,58,58,0,SEDAN,0,0.0
50605,M,2,F,74,8.01,1,83,26,0,UTE,0,0.0
50606,M,2,B,100,1.14,4,81,25,0,MIBUS,0,0.0
50607,M,3,B,65,5.64,3,94,42,0,STNWG,0,0.0
50608,F,3,A,100,3.38,3,17,41,0,STNWG,0,0.0
50609,M,6,A,60,2.43,4,76,99,0,SEDAN,0,0.0
50610,M,3,B,110,2.11,3,90,38,0,HBACK,0,0.0
50611,F,1,E,48,4.02,2,66,16,0,HBACK,0,0.0
50612,F,5,A,100,3.51,1,57,63,0,SEDAN,0,0.0
50613,F,4,A,100,1.71,2,57,52,0,HBACK,0,0.0
50614,F,3,E,38,3.41,4,88,37,1,STNWG,1,2135.48
50615,F,2,D,85,2.03,3,95,25,0,SEDAN,0,0.0
50616,F,4,D,100,6.57,3,85,53,0,MIBUS,0,0.0
50617,F,2,B,62,2.61,2,86,33,0,HBACK,0,0.0
50618,F,4,A,109,6.74,2,74,47,0,STNWG,0,0.0
50619,M,3,A,100,3.38,2,77,41,0,COUPE,0,0.0
50620,F,6,B,57,3.38,3,93,109,0,HBACK,0,0.0
50621,F,2,C,66,6.57,1,80,34,0,SEDAN,0,0.0
50622,F,4,D,94,3.1,2,75,46,0,HBACK,0,0.0
50623,F,3,C,128,1.54,4,84,44,0,SEDAN,0,0.0
50624,F,3,D,70,2.46,3,48,43,1,SEDAN,1,2146.35
50625,F,5,C,130,6.25,1,81,58,0,SEDAN,0,0.0
50626,M,1,C,49,4.51,2,74,25,0,PANVN,0,0.0
50627,M,3,A,120,3.34,3,89,35,0,SEDAN,0,0.0
50628,M,3,C,85,3.38,4,84,41,0,STNWG,0,0.0
50629,M,2,B,100,6.24,1,70,32,0,STNWG,0,0.0
50630,F,2,C,78,10.56,1,79,30,0,STNWG,0,0.0
50631,M,2,A,96,3.29,4,47,29,0,TRUCK,0,0.0
50632,F,3,B,100,0.99,4,83,40,0,SEDAN,0,0.0
50633,F,3,A,100,2.29,2,80,43,0,SEDAN,0,0.0
50634,F,3,B,49,2.84,3,84,38,0,HBACK,0,0.0
50635,M,2,C,73,5.01,4,89,26,0,STNWG,0,0.0
50636,F,2,A,100,3.6,2,13,34,0,HBACK,0,0.0
50637,F,5,B,135,2.25,3,73,59,0,HBACK,0,0.0
50638,F,6,A,97,0.87,4,39,105,0,SEDAN,0,0.0
50639,F,4,D,106,3.38,3,90,52,0,SEDAN,0,0.0
50640,M,5,A,100,3.46,2,72,57,0,SEDAN,0,0.0
50641,M,5,A,62,3.38,4,67,65,0,SEDAN,0,0.0
50642,F,2,C,84,2.96,2,73,25,0,UTE,0,0.0
50643,F,5,B,129,3.7,2,82,60,0,SEDAN,0,0.0
50644,F,3,A,100,4.51,2,76,36,0,UTE,0,0.0
50645,M,2,A,100,2.31,3,72,33,0,SEDAN,0,0.0
50646,M,2,A,182,3.46,2,81,34,0,HBACK,0,0.0
50647,F,3,C,100,3.41,2,99,42,0,HBACK,0,0.0
50648,F,3,E,74,10.48,2,74,44,0,STNWG,0,0.0
50649,M,4,C,63,3.38,2,81,51,0,STNWG,0,0.0
50650,F,5,A,158,5.96,3,80,64,0,SEDAN,0,0.0
50651,M,5,B,136,6.25,1,91,59,0,SEDAN,0,0.0
50652,F,5,F,20,2.96,2,81,57,0,HBACK,0,0.0
50653,F,2,D,99,3.84,2,76,29,0,SEDAN,0,0.0
50654,M,5,C,126,1.2,4,82,59,0,SEDAN,0,0.0
50655,M,4,D,97,3.06,1,85,51,0,HBACK,0,0.0
50656,M,3,B,75,6.75,2,63,43,0,UTE,0,0.0
50657,M,4,E,140,3.38,4,13,55,0,STNWG,0,0.0
50658,M,2,D,94,10.57,2,64,32,0,STNWG,0,0.0
50659,F,2,B,100,3.31,2,90,27,0,HBACK,0,0.0
50660,F,4,C,69,4.44,2,81,45,0,COUPE,0,0.0
50661,M,2,C,63,3.69,1,75,28,0,SEDAN,0,0.0
50662,F,3,B,100,3.06,2,82,37,0,HBACK,0,0.0
50663,M,3,C,135,3.5,2,73,42,0,SEDAN,0,0.0
50664,F,4,A,70,3.7,2,80,49,0,HBACK,0,0.0
50665,M,5,D,125,5.52,1,74,56,0,SEDAN,0,0.0
50666,M,2,A,77,3.38,2,39,33,0,COUPE,0,0.0
50667,F,2,F,60,5.61,3,83,27,0,STNWG,0,0.0
50668,M,3,A,64,2.52,2,17,37,0,HBACK,0,0.0
50669,F,4,D,84,3.87,2,96,54,0,SEDAN,0,0.0
50670,M,5,B,69,5.22,3,68,64,1,STNWG,1,1955.98
50671,F,6,C,100,3.29,3,16,89,0,SEDAN,0,0.0
50672,F,2,C,84,4.17,2,61,31,0,HBACK,0,0.0
50673,M,3,A,120,3.42,2,95,38,0,HBACK,0,0.0
50674,M,4,C,94,3.54,4,75,51,0,HDTOP,0,0.0
50675,M,6,D,100,6.17,2,82,66,0,STNWG,0,0.0
50676,F,1,B,67,2.62,2,84,24,0,HBACK,0,0.0
50677,F,3,A,76,1.52,3,97,43,0,HBACK,0,0.0
50678,F,4,B,72,3.38,3,83,48,0,SEDAN,0,0.0
50679,F,5,A,63,5.82,3,92,63,0,MIBUS,0,0.0
50680,M,6,B,44,2.75,2,79,66,0,HBACK,0,0.0
50681,M,2,E,89,8.85,2,88,27,1,TRUCK,1,2214.52
50682,F,4,E,120,1.94,4,87,54,0,HBACK,0,0.0
50683,M,4,C,100,2.07,3,91,48,0,HBACK,0,0.0
50684,F,3,C,100,3.38,2,74,43,0,HBACK,0,0.0
50685,F,3,B,133,2.4,3,69,40,0,SEDAN,0,0.0
50686,M,5,A,100,9.4,2,73,56,0,STNWG,0,0.0
50687,F,3,C,113,6.25,2,97,37,0,STNWG,0,0.0
50688,F,4,F,108,5.94,2,90,45,0,UTE,0,0.0
50689,M,4,D,109,1.35,4,87,50,0,HBACK,0,0.0
50690,F,2,A,119,2.91,3,99,28,0,SEDAN,0,0.0
50691,M,4,C,50,9.78,1,50,46,0,UTE,0,0.0
50692,F,2,D,118,2.75,3,83,33,0,HBACK,0,0.0
50693,F,4,A,100,1.02,4,89,52,1,HBACK,1,2040.79
50694,F,4,C,180,3.38,3,90,50,0,HBACK,0,0.0
50695,M,3,B,100,19.5,2,68,39,0,COUPE,0,0.0
50696,M,2,E,83,3.0,3,15,29,0,SEDAN,0,0.0
50697,F,5,C,52,3.15,2,65,61,0,HBACK,0,0.0
50698,F,3,C,67,3.25,3,84,35,0,SEDAN,0,0.0
50699,M,3,C,90,1.8,3,63,40,1,HBACK,1,1754.62
50700,M,5,C,194,11.77,1,81,57,0,STNWG,0,0.0
50701,F,3,F,100,3.44,4,94,37,0,STNWG,0,0.0
50702,M,4,C,76,1.11,4,75,48,0,HBACK,0,0.0
50703,F,4,C,100,1.84,3,84,47,0,SEDAN,0,0.0
50704,F,2,C,54,1.64,3,33,28,0,HBACK,0,0.0
50705,F,2,D,111,10.44,2,57,31,0,STNWG,0,0.0
50706,M,5,A,36,7.21,1,90,59,1,STNWG,1,1972.36
50707,F,6,A,98,2.75,3,76,96,0,HBACK,0,0.0
50708,F,4,F,100,2.61,4,85,52,0,STNWG,0,0.0
50709,M,2,F,89,4.44,2,56,28,0,STNWG,0,0.0
50710,F,2,E,132,1.29,4,86,35,0,HBACK,0,0.0
50711,F,6,A,111,2.92,3,61,86,0,SEDAN,0,0.0
50712,M,3,A,100,0.81,4,76,39,0,HBACK,0,0.0
50713,M,3,C,153,3.88,2,91,41,0,HBACK,0,0.0
50714,M,5,C,121,0.82,4,76,55,0,SEDAN,0,0.0
50715,M,2,C,130,2.19,2,57,30,1,HBACK,1,2213.83
50716,F,4,A,108,2.49,3,94,51,0,HBACK,0,0.0
50717,M,6,B,155,4.47,1,88,67,0,SEDAN,0,0.0
50718,F,4,D,84,7.62,2,86,50,0,STNWG,0,0.0
50719,F,4,E,34,1.64,4,69,50,0,SEDAN,0,0.0
50720,F,2,A,100,1.78,4,86,35,0,HBACK,0,0.0
50721,F,2,A,100,1.38,4,90,29,0,SEDAN,0,0.0
50722,F,5,B,100,0.87,4,91,64,0,SEDAN,0,0.0
50723,M,5,A,52,1.89,3,12,62,0,HBACK,0,0.0
50724,F,3,C,100,4.95,1,68,37,0,SEDAN,0,0.0
50725,M,3,B,35,3.06,1,80,41,0,HBACK,0,0.0
50726,M,6,B,73,3.38,2,99,90,1,SEDAN,1,1954.99
50727,M,4,F,100,3.38,2,77,46,0,HBACK,0,0.0
50728,F,3,A,133,2.85,3,50,42,0,SEDAN,0,0.0
50729,M,6,D,100,1.12,4,86,107,0,HBACK,0,0.0
50730,F,2,C,130,4.91,2,69,33,0,SEDAN,0,0.0
50731,F,2,C,100,11.77,1,78,28,0,STNWG,0,0.0
50732,F,4,D,100,8.25,2,81,54,0,STNWG,0,0.0
50733,M,1,C,71,3.84,4,84,17,0,STNWG,0,0.0
50734,M,3,E,100,6.64,2,75,39,0,UTE,0,0.0
50735,M,5,C,127,0.81,4,86,60,0,SEDAN,0,0.0
50736,M,4,C,100,1.58,4,95,53,0,SEDAN,0,0.0
50737,F,4,C,83,3.51,1,85,47,0,HBACK,0,0.0
50738,M,3,C,50,2.16,4,81,41,0,SEDAN,0,0.0
50739,F,4,C,53,2.79,3,56,46,0,COUPE,0,0.0
50740,M,5,C,100,3.38,2,81,62,0,HBACK,0,0.0
50741,M,2,C,92,10.05,1,31,25,0,STNWG,0,0.0
50742,F,1,A,73,1.71,3,81,22,0,HBACK,0,0.0
50743,F,5,E,34,1.86,4,84,57,0,UTE,0,0.0
50744,F,1,C,100,3.1,1,93,16,0,HBACK,0,0.0
50745,M,2,C,53,3.17,3,67,29,0,SEDAN,0,0.0
50746,F,2,B,100,2.67,2,57,30,0,HBACK,0,0.0
50747,M,5,C,113,6.48,3,86,65,0,STNWG,0,0.0
50748,F,2,D,109,2.84,3,98,28,0,SEDAN,0,0.0
50749,F,2,C,42,3.81,1,93,31,0,HBACK,0,0.0
50750,M,1,B,99,1.54,4,56,19,0,SEDAN,0,0.0
50751,F,5,F,130,1.41,4,81,61,0,HBACK,0,0.0
50752,F,3,C,107,3.38,2,88,41,0,HBACK,0,0.0
50753,M,3,E,88,6.18,3,90,37,0,STNWG,0,0.0
50754,F,3,C,100,4.26,3,69,36,1,SEDAN,1,2156.32
50755,F,5,E,100,2.4,2,90,64,0,HBACK,0,0.0
50756,F,3,F,100,6.6,3,94,44,0,STNWG,0,0.0
50757,M,1,B,64,3.24,3,68,19,0,UTE,0,0.0
50758,F,4,B,140,3.24,4,90,46,0,TRUCK,0,0.0
50759,F,4,C,128,2.75,3,65,51,0,SEDAN,0,0.0
50760,M,2,B,100,2.01,2,64,31,0,SEDAN,0,0.0
50761,F,2,B,88,3.38,1,88,28,0,STNWG,0,0.0
50762,M,4,C,140,3.38,2,58,50,0,SEDAN,0,0.0
50763,M,4,E,50,7.25,2,73,52,0,UTE,0,0.0
50764,M,2,C,145,3.38,2,86,26,0,SEDAN,0,0.0
50765,F,6,A,89,3.22,2,59,72,0,HBACK,0,0.0
50766,M,1,C,115,13.95,2,96,16,0,STNWG,0,0.0
50767,M,2,E,166,3.84,4,76,30,0,STNWG,0,0.0
50768,F,2,A,85,2.49,3,70,26,0,HBACK,0,0.0
50769,F,5,B,85,2.49,3,89,63,0,HBACK,0,0.0
50770,F,5,E,92,1.94,3,81,62,0,HBACK,0,0.0
50771,M,4,D,134,7.68,2,13,45,0,UTE,0,0.0
50772,F,3,C,113,6.93,2,92,39,0,STNWG,0,0.0
50773,F,1,A,9,3.51,1,99,21,0,SEDAN,0,0.0
50774,M,3,D,88,3.38,3,97,44,0,SEDAN,0,0.0
50775,F,2,D,104,6.84,3,84,34,0,STNWG,0,0.0
50776,F,1,D,91,1.71,3,82,19,0,HBACK,0,0.0
50777,M,3,B,84,3.38,4,85,40,0,STNWG,0,0.0
50778,M,4,C,128,2.88,1,95,48,0,HBACK,0,0.0
50779,F,4,E,63,4.06,2,84,50,0,TRUCK,0,0.0
50780,M,5,D,132,0.87,4,69,63,0,TRUCK,0,0.0
50781,F,2,D,100,4.77,1,74,28,0,SEDAN,0,0.0
50782,F,4,A,100,3.74,2,54,46,1,SEDAN,1,2009.48
50783,M,4,C,100,2.28,3,85,47,0,HBACK,0,0.0
50784,F,6,D,100,1.84,4,87,94,0,SEDAN,0,0.0
50785,F,2,C,207,6.84,3,81,31,0,STNWG,0,0.0
50786,F,3,A,159,3.24,2,67,40,0,STNWG,0,0.0
50787,F,3,B,100,3.38,2,87,40,0,MIBUS,0,0.0
50788,M,2,A,79,2.28,4,81,27,0,STNWG,0,0.0
50789,F,6,A,47,2.88,3,40,98,0,SEDAN,0,0.0
50790,F,1,F,114,3.38,4,74,19,1,HDTOP,1,1607.26
50791,M,1,D,100,3.38,4,56,23,0,UTE,0,0.0
50792,F,6,A,100,3.31,2,55,71,1,SEDAN,1,1868.57
50793,M,5,C,83,3.96,2,83,63,0,SEDAN,0,0.0
50794,F,2,C,58,6.07,2,87,29,0,STNWG,0,0.0
50795,M,3,D,79,3.12,3,81,35,0,UTE,0,0.0
50796,F,3,A,210,1.98,3,81,44,0,HBACK,0,0.0
50797,M,5,C,85,3.38,2,42,56,0,STNWG,0,0.0
50798,F,4,E,127,7.7,1,52,53,0,UTE,0,0.0
50799,F,4,E,75,2.01,3,65,52,0,HBACK,0,0.0
50800,M,2,D,74,2.07,4,67,29,0,STNWG,0,0.0
50801,M,4,A,98,6.52,2,82,54,0,STNWG,0,0.0
50802,F,2,B,119,2.92,2,96,30,0,HBACK,0,0.0
50803,F,6,D,60,3.38,2,65,89,0,HBACK,0,0.0
50804,M,5,B,81,3.58,4,94,57,0,HDTOP,0,0.0
50805,M,6,F,103,0.45,4,95,72,0,TRUCK,0,0.0
50806,M,3,C,93,1.48,4,91,43,0,SEDAN,0,0.0
50807,F,3,C,69,3.96,2,80,42,0,HBACK,0,0.0
50808,F,3,E,87,2.61,3,86,42,0,SEDAN,0,0.0
50809,F,1,B,135,5.91,3,88,24,0,UTE,0,0.0
50810,M,5,A,134,3.17,3,88,64,0,SEDAN,0,0.0
50811,F,6,A,70,3.7,3,89,73,0,SEDAN,0,0.0
50812,F,2,C,84,2.85,1,75,29,0,HBACK,0,0.0
50813,F,4,A,74,1.74,3,76,47,0,SEDAN,0,0.0
50814,M,2,A,33,11.61,1,29,35,0,STNWG,0,0.0
50815,M,6,D,123,5.07,1,82,110,0,SEDAN,0,0.0
50816,M,6,A,100,5.07,3,76,69,0,STNWG,0,0.0
50817,F,2,C,83,4.0,2,13,35,0,SEDAN,0,0.0
50818,F,5,E,108,4.72,1,16,56,0,HBACK,0,0.0
50819,M,2,B,78,3.38,4,96,25,0,STNWG,0,0.0
50820,M,4,D,93,9.95,2,79,46,1,TRUCK,1,1933.05
50821,F,4,A,100,3.99,2,99,46,0,SEDAN,0,0.0
50822,F,5,E,103,3.42,4,61,60,0,HDTOP,0,0.0
50823,F,4,A,100,1.53,4,47,48,0,SEDAN,0,0.0
50824,M,2,B,95,2.1,4,89,30,0,TRUCK,0,0.0
50825,F,2,A,139,2.46,2,97,32,0,HBACK,0,0.0
50826,M,6,A,115,0.63,4,81,106,0,SEDAN,0,0.0
50827,F,1,B,57,2.47,3,84,18,0,SEDAN,0,0.0
50828,M,6,C,63,5.54,2,84,95,0,SEDAN,0,0.0
50829,F,4,D,112,3.38,2,79,48,0,SEDAN,0,0.0
50830,M,6,D,57,3.0,4,84,80,0,STNWG,0,0.0
50831,F,3,B,100,3.38,2,72,36,0,HBACK,0,0.0
50832,M,3,A,75,10.26,2,79,41,0,STNWG,0,0.0
50833,M,3,D,112,3.84,2,93,40,1,UTE,1,2050.6
50834,F,1,A,164,3.8,2,79,16,0,HBACK,0,0.0
50835,F,4,D,128,1.86,3,18,52,0,HBACK,0,0.0
50836,F,3,A,100,6.99,1,90,39,0,STNWG,0,0.0
50837,M,3,B,79,3.22,3,86,42,0,UTE,0,0.0
50838,M,2,B,143,5.62,3,33,30,0,STNWG,0,0.0
50839,F,3,C,93,2.73,4,86,36,0,SEDAN,0,0.0
50840,F,2,C,84,6.52,2,75,27,0,UTE,0,0.0
50841,M,2,C,67,3.22,4,89,29,0,COUPE,0,0.0
50842,F,5,C,59,3.17,2,75,58,0,HBACK,0,0.0
50843,F,1,D,68,1.62,4,92,21,0,UTE,0,0.0
50844,M,6,C,97,5.8,3,53,82,0,STNWG,0,0.0
50845,M,2,D,115,4.02,3,98,27,0,UTE,0,0.0
50846,M,6,C,126,5.19,1,96,84,0,SEDAN,0,0.0
50847,M,6,D,56,3.15,3,81,66,0,UTE,0,0.0
50848,M,6,C,95,2.37,3,78,99,1,SEDAN,1,2299.86
50849,M,4,B,100,4.47,2,93,53,0,STNWG,0,0.0
50850,M,4,C,125,1.78,4,89,52,0,SEDAN,0,0.0
50851,F,3,C,81,1.84,4,93,36,0,SEDAN,0,0.0
50852,F,6,B,50,4.46,1,99,72,0,STNWG,0,0.0
50853,M,3,B,103,4.12,3,52,38,0,UTE,0,0.0
50854,M,5,B,100,1.94,2,53,57,0,HBACK,0,0.0
50855,F,5,D,135,4.51,2,54,60,0,SEDAN,0,0.0
50856,F,4,D,76,6.3,3,25,47,0,TRUCK,0,0.0
50857,F,4,A,69,2.54,3,92,53,0,SEDAN,0,0.0
50858,F,2,E,87,2.4,4,70,29,0,HDTOP,0,0.0
50859,F,4,E,111,4.14,2,98,48,0,HBACK,0,0.0
50860,F,4,C,95,0.94,4,77,55,0,HBACK,0,0.0
50861,F,2,A,110,4.17,2,88,31,0,HBACK,0,0.0
50862,M,4,C,77,3.38,2,27,50,0,UTE,0,0.0
50863,M,2,C,48,5.16,3,93,31,0,STNWG,0,0.0
50864,F,6,C,48,1.84,2,70,69,0,SEDAN,0,0.0
50865,F,3,B,65,3.24,2,79,39,0,HBACK,0,0.0
50866,F,2,A,116,3.38,3,71,30,0,STNWG,0,0.0
50867,F,4,C,165,3.38,2,84,48,0,SEDAN,0,0.0
50868,F,3,D,86,2.28,4,75,41,0,MIBUS,0,0.0
50869,M,4,C,82,1.98,3,64,47,0,HBACK,0,0.0
50870,F,5,B,110,2.79,3,66,61,0,SEDAN,0,0.0
50871,F,2,B,100,1.08,4,66,32,0,HBACK,0,0.0
50872,F,3,C,100,3.88,3,81,41,0,SEDAN,0,0.0
50873,M,3,A,100,1.32,4,77,43,0,STNWG,0,0.0
50874,M,3,B,59,0.87,4,92,43,0,SEDAN,0,0.0
50875,F,1,E,131,1.86,3,57,16,0,SEDAN,0,0.0
50876,F,3,C,81,9.78,1,73,42,0,UTE,0,0.0
50877,M,3,A,86,4.88,2,100,37,0,SEDAN,0,0.0
50878,M,4,B,77,3.24,4,86,52,0,UTE,0,0.0
50879,F,4,A,33,3.25,3,18,52,0,STNWG,0,0.0
50880,F,1,D,107,3.38,1,61,23,0,HBACK,0,0.0
50881,F,5,E,100,3.54,2,96,57,0,SEDAN,0,0.0
50882,F,2,F,110,3.99,2,70,31,0,SEDAN,0,0.0
50883,M,3,D,80,1.78,3,84,41,0,SEDAN,0,0.0
50884,M,4,E,100,1.03,4,52,53,0,STNWG,0,0.0
50885,M,4,C,90,6.3,2,99,50,0,MIBUS,0,0.0
50886,F,1,F,132,2.61,4,18,19,0,STNWG,0,0.0
50887,M,1,A,92,4.35,4,85,16,0,STNWG,0,0.0
50888,F,5,A,88,6.25,2,77,58,0,STNWG,0,0.0
